Gene id	MeanTPM (G45A-OE)	MeanTPM (CON)	log2FoldChange	pValue	qValue	result
LOC110261071	0.0001	0.0001	0	1	1	-
LOC110261072	0.016784333	0.010078333	0.735858157	0.802904315	1	-
LOC110261073	0.0001	0.0001	0	1	1	-
LOC110261074	0.0001	0.037156	-8.537451388	0.453923507	1	-
LOC110261075	0.679098667	0.189725333	1.83970887	0.005041117	0.013215489	-
LOC110261076	0.0001	0.0001	0	1	1	-
LOC110261077	0.0001	0.0001	0	1	1	-
LOC110261078	0.360800333	0.215178333	0.745667854	0.001919774	0.005507597	-
LOC110261079	0.459495	0.346019	0.409197904	0.356348698	0.495369711	-
LOC110261081	0.232825667	0.320304667	-0.460194708	0.582564746	0.704907693	-
LOC110261082	0.0001	0.0001	0	1	1	-
LOC110261083	0.106087	0.052107	1.025698777	0.317982324	0.453596637	-
LOC110261084	0.812616667	0.887671333	-0.127450653	0.57630403	0.699926447	-
LOC110261086	0.585765333	1.09495	-0.902470272	0.003364858	0.009167035	-
LOC110261087	0.0001	0.016709333	-7.384510364	0.709036939	1	-
LOC110261088	0.633212667	0.252471333	1.326570528	0.231808367	0.354500864	-
LOC110261090	0.930846333	0.413403	1.170994165	0.01114127	0.026940305	-
LOC110261093	0.199489	0.117625	0.762114474	0.473889627	0.611268486	-
LOC110261094	0.009215	0.0001	6.525912261	0.427571628	1	-
LOC110261095	0.0001	0.014577667	-7.187616007	0.629730267	1	-
LOC110261096	0.842537	0.899022333	-0.093616912	0.731199243	0.825771438	-
LOC110261097	0.475874	0.738786	-0.634576894	0.356656657	0.495616839	-
LOC110261098	0.941240667	0.536301	0.811520711	0.311206028	0.44596904	-
LOC110261099	0.080365667	0.017464	2.202195258	0.260838692	0.389111638	-
LOC110261100	2.240976333	1.108857	1.015054088	0.098042771	0.177147047	-
LOC110261101	1.792481	0.908597	0.98024538	0.002835992	0.007840684	-
LOC110261103	0.111524333	0.0001	10.12314281	0.015041648	0.035092261	-
LOC110261104	0.268841333	0.033351667	3.010924201	0.020767606	0.046589437	-
LOC110261105	0.371427	0.075200667	2.304261336	0.03978978	0.082040562	-
LOC110261106	0.747564667	1.299978333	-0.798217291	0.129434327	0.223027284	-
LOC110261110	0.025231	0.089526333	-1.827114713	0.48231365	0.617989827	-
LOC110261111	0.0001	0.0001	0	1	1	-
LOC110261112	0.0001	0.0001	0	1	1	-
LOC110261114	0.106123667	0.076890667	0.464866035	0.795098592	0.8719653	-
LOC110261115	0.181763333	0.085146333	1.094044888	0.368871035	0.508212229	-
LOC110261116	0.170906333	0.049920667	1.775496754	0.677584224	0.785159537	-
LOC110261117	0.090064	0.009834	3.195100293	0.182136588	0.29286788	-
LOC110261118	0.036459	0.018645	0.967486194	0.702272124	0.803157286	-
LOC110261121	1.290126	0.252723	2.3518831	3.33E-05	0.000133713	-
LOC110261122	0.145933333	0.051354	1.506760895	0.14441992	0.243671588	-
LOC110261123	0.028122	0.007444333	1.917484639	0.561934828	0.687298686	-
LOC110261125	0.184059	0.038834667	2.244751308	0.295652284	0.428570914	-
LOC110261127	0.0001	0.0001	0	1	1	-
LOC110261128	0.0001	0.0001	0	1	1	-
LOC110261129	0.0001	0.0001	0	1	1	-
LOC110261130	6.477365333	2.038278667	1.668055811	5.63E-10	4.17E-09	up
LOC110261133	0.578182333	0.170501	1.761744326	0.113984984	0.20086229	-
LOC110261134	0.078894	0.0001	9.623771775	0.339375249	1	-
LOC110261135	0.0001	0.0001	0	1	1	-
LOC110261138	0.114196667	0.036715333	1.637065937	0.024214361	0.053347265	-
LOC110261142	0.546852667	1.040522	-0.92808337	7.44E-05	0.000280195	-
LOC110261157	0.568068667	0.401923333	0.499144995	0.695529872	0.798083737	-
LOC110261158	0.449060667	0.181056667	1.310469063	0.309433991	0.444031362	-
LOC110261160	0.0001	0.0001	0	1	1	-
LOC110261161	0.0001	0.0001	0	1	1	-
LOC110261162	5.819832	3.804276333	0.613355464	0.409110752	0.548632359	-
LOC110261163	0.0001	0.0001	0	1	1	-
LOC110261164	0.20234	0.083959667	1.269013206	0.058268316	0.113932963	-
LOC110261165	0.0001	0.0001	0	1	1	-
LOC110261166	0.0001	0.0001	0	1	1	-
LOC110261167	0.0001	0.0001	0	1	1	-
LOC110261169	0.0001	0.0001	0	1	1	-
LOC110261170	0.0001	0.0001	0	1	1	-
LOC110261172	0.0001	0.0001	0	1	1	-
LOC110261175	0.601075	0.217327667	1.46767317	0.043165082	0.088083977	-
LOC110261176	1.434898667	1.473961	-0.038749496	0.950923646	0.971488196	-
LOC110261178	0.144259	0.178754667	-0.309319578	0.692063376	0.795545998	-
LOC110261179	0.28887	0.03899	2.889244324	0.17457313	0.283508193	-
LOC110261180	0.029999	0.0001	8.2287706	0.471550132	1	-
LOC110261181	0.0001	0.013795	-7.108001646	0.453923507	1	-
LOC110261182	0.184001	0.048948333	1.910381964	0.288083378	0.420397662	-
LOC110261183	0.046721	0.04978	-0.091495077	0.936220581	0.963503393	-
LOC110261184	0.114136	0.050431333	1.178361635	0.451155939	0.589413404	-
LOC110261185	0.0001	0.0001	0	1	1	-
LOC110261186	0.0001	0.0001	0	1	1	-
LOC110261187	0.076354	0.045559667	0.744946547	0.826669617	0.893614411	-
LOC110261188	0.006688667	0.003047	1.13432915	0.693987273	1	-
LOC110261189	4.846868667	3.102401667	0.643667507	0.108292917	0.192542096	-
LOC110261190	1.05862	1.390048	-0.392949886	0.238067743	0.362019424	-
LOC110261191	0.0001	0.0001	0	1	1	-
LOC110261192	0.0001	0.0001	0	1	1	-
LOC110261193	0.0001	0.0001	0	1	1	-
LOC110261194	0.0001	0.0001	0	1	1	-
LOC110261195	0.010247	0.0001	6.679057785	0.625741597	1	-
LOC110261196	0.010978333	0.0001	6.778515239	0.643745421	1	-
LOC110261197	0.0001	0.0001	0	1	1	-
LOC110261198	0.0001	0.010850333	-6.761595554	0.604367485	1	-
LOC110261199	0.0001	0.0001	0	1	1	-
LOC110261200	0.0001	0.0001	0	1	1	-
LOC110261202	0.0001	0.0001	0	1	1	-
LOC110261203	0.009868667	0.009944	-0.010971118	0.901127363	0.942111662	-
LOC110261204	0.446509333	0.156264333	1.514701805	0.037132027	0.077263678	-
LOC110261205	0.0001	0.0001	0	1	1	-
LOC110261206	0.0001	0.0001	0	1	1	-
LOC110261207	0.003304	0.0001	5.046141782	0.500853742	1	-
LOC110261208	0.0001	0.0001	0	1	1	-
LOC110261210	0.177568333	0.0001	10.79415861	0.015770026	0.03658085	-
LOC110261211	0.032891	0.052248667	-0.66770135	0.416325084	0.556317864	-
LOC110261212	0.013099	0.0001	7.033312868	0.790861922	1	-
LOC110261213	0.01427	0.010246667	0.477830671	0.984386545	1	-
LOC110261215	0.0001	0.0001	0	1	1	-
LOC110261216	0.0001	0.0001	0	1	1	-
LOC110261217	0.0001	0.0001	0	1	1	-
LOC110261218	0.011670333	0.010604667	0.138146495	0.984386545	1	-
LOC110261219	0.0001	0.0001	0	1	1	-
LOC110261220	0.018393	0.0001	7.523013	0.603105337	1	-
LOC110261221	0.004923	0.0001	5.621465834	0.643745421	1	-
LOC110261222	0.014415	0.0001	7.171427027	0.471550132	1	-
LOC110261223	0.0001	0.0001	0	1	1	-
LOC110261224	0.0001	0.013374333	-7.063323169	0.659806125	1	-
LOC110261226	0.087022667	0.055965667	0.63684918	0.648916978	0.760599426	-
LOC110261227	0.093508	0.070731667	0.402733543	0.725329799	0.820749776	-
LOC110261229	0.0001	0.0001	0	1	1	-
LOC110261230	0.0001	0.074498667	-9.541070795	0.532625648	1	-
LOC110261231	0.089168667	0.111771333	-0.325941469	0.789084505	0.867518977	-
LOC110261232	0.0001	0.0001	0	1	1	-
LOC110261234	0.092387667	0.029260333	1.658754067	0.167210295	0.274194345	-
LOC110261235	0.003140667	0.0001	4.972998926	0.625741597	1	-
LOC110261236	0.0001	0.0001	0	1	1	-
LOC110261237	0.0001	0.0001	0	1	1	-
LOC110261240	0.052784	0.008429	2.646667295	0.36704527	0.50639318	-
LOC110261241	0.133799333	0.0001	10.38585521	0.427571628	1	-
LOC110261243	2.093938333	2.622024	-0.324461936	0.429686469	0.569296439	-
LOC110261244	0.172749667	0.056344667	1.616331964	0.057173326	0.112114377	-
LOC110261245	0.916034333	0.249004667	1.879228892	0.000838799	0.002594498	-
LOC110261246	0.008389333	0.007190667	0.222430637	0.957839867	1	-
LOC110261247	0.021067333	0.0001	7.718863902	0.454918601	1	-
LOC110261248	0.0001	0.011331	-6.824131379	0.659806125	1	-
LOC110261249	9.674958333	12.38310267	-0.356045483	0.006279235	0.016115037	-
LOC110261250	0.245808	0.175048667	0.489775797	0.441653441	0.580654418	-
LOC110261251	0.0001	0.0001	0	1	1	-
LOC110261253	3.035503667	2.232025333	0.443582514	0.019534641	0.044214256	-
LOC110261254	3.241158	3.192610333	0.021772872	0.877316578	0.926681153	-
LOC110261255	0.01929	0.049266667	-1.35275872	0.325637696	0.461748625	-
LOC110261256	0.488624	0.367944333	0.409237211	0.600287765	0.720095639	-
LOC110261258	0.0001	0.0001	0	1	1	-
LOC110261263	0.018802	0.013718	0.454815971	0.809917491	0.881966788	-
LOC110261264	0.143171	0.119198667	0.264371199	0.801777799	0.876493588	-
LOC110261265	0.00864	0.025037333	-1.534977695	0.670913074	1	-
LOC110261266	0.0001	0.004117333	-5.363638347	0.709036939	1	-
LOC110261267	0.0001	0.006401333	-6.00030053	0.325093186	1	-
LOC110261268	0.402326333	0.260616	0.626440511	0.444909049	0.583547075	-
LOC110261269	1.620882667	1.319789	0.296472362	0.655944446	0.766758937	-
LOC110261270	1.600818333	0.843056333	0.925108654	0.006869096	0.017468704	-
LOC110261271	0.0001	0.0001	0	1	1	-
LOC110261272	0.0001	0.0001	0	1	1	-
LOC110261273	0.0001	0.0001	0	1	1	-
LOC110261275	0.034556667	0.016037333	1.10752979	0.355410753	0.49431307	-
LOC110261277	0.537714667	0.114610667	2.230099503	0.000912103	0.002800304	-
LOC110261279	9.900585	10.711242	-0.113540097	0.248069146	0.373987072	-
LOC110261280	1.364003333	1.759134	-0.367018213	0.071423073	0.13580974	-
LOC110261281	0.103578333	0.223813333	-1.111573736	0.44752792	0.586045127	-
LOC110261282	0.558103	0.466477	0.258725452	0.907143407	0.945282463	-
LOC110261283	0.0001	0.0001	0	1	1	-
LOC110261284	0.012369	0.0001	6.950585057	0.334049579	1	-
LOC110261285	0.023862667	0.011917	1.001734178	0.669650364	0.778849783	-
LOC110261286	0.0001	0.0001	0	1	1	-
LOC110261287	0.0001	0.0001	0	1	1	-
LOC110261288	1.154926667	1.22715	-0.087510358	0.355672605	0.494610464	-
LOC110261289	0.0001	0.0001	0	1	1	-
LOC110261290	0.008693333	0.0001	6.441837559	0.625741597	1	-
LOC110261291	0.828049333	0.534990667	0.630203	0.1373954	0.234096082	-
LOC110261292	1.191334	0.856376667	0.476260548	0.167094065	0.2740877	-
LOC110261293	0.106465	0.051148	1.057629494	0.286946737	0.41912455	-
LOC110261295	0.0001	0.0001	0	1	1	-
LOC110261296	0.0001	0.0001	0	1	1	-
LOC110261297	0.0001	0.0001	0	1	1	-
LOC110261298	0.0001	0.0001	0	1	1	-
LOC110261299	0.0001	0.0001	0	1	1	-
LOC110261300	0.0001	0.0001	0	1	1	-
LOC110261301	0.0001	0.0001	0	1	1	-
LOC110261302	0.0001	0.001615667	-4.014057677	0.836624538	1	-
LOC110261303	0.0001	0.0001	0	1	1	-
LOC110261304	0.221438	0.234465333	-0.082471812	0.922590818	0.955001154	-
LOC110261305	3.239391667	2.820776	0.199630806	0.786595756	0.865902146	-
LOC110261306	0.006791667	0.0001	6.085693748	0.190066964	0.302891702	-
LOC110261307	0.0001	0.002522333	-4.656687039	0.709036939	1	-
LOC110261308	0.0001	0.0001	0	1	1	-
LOC110261309	0.017787333	0.019684333	-0.146197613	0.836196988	0.899571022	-
LOC110261311	0.130853	0.088027333	0.571923532	0.485198728	0.620766083	-
LOC110261312	0.003959	0.0066	-0.737329957	0.755471556	1	-
LOC110261313	0.0001	0.0001	0	1	1	-
LOC110261314	0.0001	0.0001	0	1	1	-
LOC110261315	0.02058	0.0001	7.685099172	0.454918601	1	-
LOC110261317	0.0001	0.0001	0	1	1	-
LOC110261318	0.0001	0.003233	-5.014801602	0.629730267	1	-
LOC110261319	0.0001	0.0001	0	1	1	-
LOC110261320	0.0001	0.0001	0	1	1	-
LOC110261321	0.0001	0.0001	0	1	1	-
LOC110261322	0.0001	0.0001	0	1	1	-
LOC110261323	0.0001	0.0001	0	1	1	-
LOC110261324	0.0001	0.0001	0	1	1	-
LOC110261325	0.0001	0.0001	0	1	1	-
LOC110261326	0.0001	0.0001	0	1	1	-
LOC110261328	0.0001	0.0001	0	1	1	-
LOC110261329	0.0001	0.0001	0	1	1	-
LOC110261330	0.0001	0.0001	0	1	1	-
LOC110261331	0.0001	0.0001	0	1	1	-
LOC110261334	2.715434	2.69033	0.013399651	0.935544152	0.963067597	-
LOC110261337	2.375924667	2.322383	0.032883177	0.732789978	0.826881097	-
LOC110261338	0.606827667	0.411295	0.561113329	0.486136083	0.621756389	-
LOC110261339	0.739762667	0.463801333	0.673555527	0.171823718	0.279926777	-
LOC110261340	0.0001	0.0001	0	1	1	-
LOC110261342	6.023268333	3.132116333	0.943408733	5.85E-05	0.000224603	-
LOC110261344	0.722290667	0.531086	0.443634029	0.50695292	0.639825543	-
LOC110261347	0.228605333	0.274389	-0.263363585	0.70633906	0.80616165	-
LOC110261348	0.0001	0.0001	0	1	1	-
LOC110261349	0.167095667	0.053023333	1.655975046	0.157733106	0.262062465	-
LOC110261350	0.0001	0.0001	0	1	1	-
LOC110261351	0.27893	0.170711333	0.70834427	0.474678754	0.611871746	-
LOC110261352	0.01918	0.031255333	-0.704499668	0.571182228	0.695258583	-
LOC110261353	0.050243667	0.0001	8.972797942	0.603105337	1	-
LOC110261354	42.07659767	46.22968533	-0.13580149	0.088411621	0.162302557	-
LOC110261355	0.009486667	0.0001	6.567829351	0.790861922	1	-
LOC110261356	0.0001	0.0001	0	1	1	-
LOC110261359	0.153569	0.152326667	0.011718492	0.934865346	0.962629117	-
LOC110261360	6.023620667	3.616775667	0.735926804	0.019005823	0.043125805	-
LOC110261361	0.078643667	0.006899	3.510871422	0.030766329	0.065816709	-
LOC110261362	0.016455	0.005592333	1.557003766	0.688565484	1	-
LOC110261363	0.0001	0.0001	0	1	1	-
LOC110261364	0.0001	0.0001	0	1	1	-
LOC110261365	0.0001	0.0001	0	1	1	-
LOC110261366	0.0001	0.0001	0	1	1	-
LOC110261367	0.014841667	0.021119667	-0.508933954	0.830176502	1	-
LOC110261368	1.328601333	1.053033	0.335357619	0.624942912	0.740657476	-
LOC110261369	0.0001	0.0001	0	1	1	-
LOC110261370	0.0001	0.0001	0	1	1	-
LOC110261371	0.0001	0.0001	0	1	1	-
LOC110261372	0.0001	0.0001	0	1	1	-
LOC110261373	0.0001	0.0001	0	1	1	-
LOC110261374	0.0001	0.0001	0	1	1	-
LOC110261375	0.0001	0.0001	0	1	1	-
LOC110261377	0.019579667	0.011871333	0.721874223	0.947130857	0.969511681	-
LOC110261378	0.0001	0.0001	0	1	1	-
LOC110261379	0.0001	0.0001	0	1	1	-
LOC110261380	0.0001	0.0001	0	1	1	-
LOC110261382	0.0001	0.0001	0	1	1	-
LOC110261383	0.0001	0.0001	0	1	1	-
LOC110261384	0.499195667	0.152943667	1.706605044	0.086500345	0.159594268	-
LOC110261387	1.438670333	0.530363667	1.439682191	0.015396646	0.03582388	-
LOC110261388	1.354576333	0.157822667	3.101465368	2.86E-08	1.73E-07	-
LOC110261389	0.0001	0.0001	0	1	1	-
LOC110261390	0.0001	0.0001	0	1	1	-
LOC110261391	0.127229667	0.160625333	-0.336264339	0.923678554	0.955607439	-
LOC110261392	0.0001	0.0001	0	1	1	-
LOC110261393	0.030717667	0.081657667	-1.410519712	0.460574659	0.598516531	-
LOC110261394	0.0001	0.0001	0	1	1	-
LOC110261395	0.0001	0.106233333	-10.0530208	0.413556929	1	-
LOC110261396	0.0001	0.0001	0	1	1	-
LOC110261397	0.0001	0.0001	0	1	1	-
LOC110261398	0.0001	0.0001	0	1	1	-
LOC110261399	0.0001	0.0001	0	1	1	-
LOC110261400	0.0001	0.0001	0	1	1	-
LOC110261401	2.518147667	2.757371	-0.130930506	0.130299874	0.224173726	-
LOC110261402	0.407269	0.311175667	0.388252756	0.654602212	0.765737041	-
LOC110261403	0.0001	0.0001	0	1	1	-
LOC110261404	0.0001	0.0001	0	1	1	-
LOC110261405	0.0001	0.0001	0	1	1	-
LOC110261406	0.0001	0.0001	0	1	1	-
LOC110261407	0.0001	0.0001	0	1	1	-
LOC110261408	0.297791667	0.134920333	1.142195595	0.396263322	0.537096277	-
LOC110261409	0.0001	0.0001	0	1	1	-
LOC110261410	1.047115333	0.750384333	0.480718743	0.398384814	0.539081178	-
LOC110261411	0.0001	0.0001	0	1	1	-
LOC110261412	0.088368	0.0001	9.787380222	0.090121822	0.164774651	-
LOC110261413	0.0001	0.0001	0	1	1	-
LOC110261414	0.0001	0.0001	0	1	1	-
LOC110261415	9.204569	9.755496	-0.083865056	0.556525822	0.682953358	-
LOC110261416	0.033654	0.036711667	-0.125460624	0.77152033	0.854894928	-
LOC110261417	0.090322	0.145526667	-0.688134203	0.203383787	0.319687067	-
LOC110261418	0.0001	0.0001	0	1	1	-
LOC110261419	0.0001	0.0001	0	1	1	-
LOC110261420	0.0001	0.0001	0	1	1	-
LOC110261421	0.137177	0.148458	-0.114016228	0.837185192	0.900113472	-
LOC110261422	0.357784	0.564447333	-0.657750102	0.566243833	0.691059266	-
LOC110261424	0.0001	0.0001	0	1	1	-
LOC110261425	0.007368667	0.0001	6.203331687	0.625741597	1	-
LOC110261426	0.0001	0.0001	0	1	1	-
LOC110261427	0.0001	0.0001	0	1	1	-
LOC110261429	0.0001	0.054817333	-9.098488338	0.344189292	1	-
LOC110261430	0.0001	0.0001	0	1	1	-
LOC110261431	0.0001	0.0001	0	1	1	-
LOC110261432	0.0001	0.0001	0	1	1	-
LOC110261434	0.484956333	0.507097333	-0.064407838	0.836599581	0.899673503	-
LOC110261435	0.0001	0.0001	0	1	1	-
LOC110261436	0.0001	0.0001	0	1	1	-
LOC110261437	0.0001	0.0001	0	1	1	-
LOC110261438	0.0001	0.0001	0	1	1	-
LOC110261439	0.0001	0.0001	0	1	1	-
LOC110261440	0.0001	0.0001	0	1	1	-
LOC110261441	0.0001	0.0001	0	1	1	-
LOC110261442	0.0001	0.0001	0	1	1	-
LOC110261443	0.0001	0.0001	0	1	1	-
LOC110261444	0.0001	0.0001	0	1	1	-
LOC110261445	0.0001	0.0001	0	1	1	-
LOC110261446	0.0001	0.0001	0	1	1	-
LOC110261447	0.0001	0.0001	0	1	1	-
LOC110261448	0.0001	0.0001	0	1	1	-
LOC110261466	0.033060667	0.0001	8.368972007	0.305560295	1	-
LOC110261467	0.004743667	0.0001	5.567930731	0.603105337	1	-
LOC110261468	0.007259	0.0001	6.181698911	0.500853742	1	-
LOC110261469	0.0001	0.0001	0	1	1	-
LOC110261470	0.0001	0.0001	0	1	1	-
LOC110261471	0.0001	0.003461333	-5.113255978	0.532625648	1	-
LOC110261472	0.0001	0.0001	0	1	1	-
LOC110261473	0.0001	0.0001	0	1	1	-
LOC110261474	0.063098333	0.034932667	0.85302512	0.542027026	0.670837739	-
LOC110261475	0.039999667	0.051904333	-0.375867012	0.771289784	0.854771331	-
LOC110261477	22.02302733	26.53696733	-0.268990709	0.033512123	0.070744511	-
LOC110261478	0.261557333	0.896706667	-1.777508904	0.014719426	0.034446063	-
LOC110261479	0.007803	0.0001	6.285956995	0.603105337	1	-
LOC110261480	0.263372667	0.791569333	-1.587610094	0.073240001	0.138663559	-
LOC110261481	0.176435667	0.049547	1.832272621	0.190750623	0.30381877	-
LOC110261482	3.107641333	0.610488	2.347785163	6.02E-08	3.50E-07	-
LOC110261483	0.250371667	0.630138333	-1.331597267	0.216914145	0.336563479	-
LOC110261484	0.0001	0.005094333	-5.670821456	0.836624538	1	-
LOC110261485	3.714743667	1.230735	1.593742506	1.61E-14	1.89E-13	-
LOC110261486	51.798148	17.74376767	1.545588136	7.81E-31	3.61E-29	up
LOC110261487	0.806884667	1.630957667	-1.015284956	0.107110112	0.19088484	-
LOC110261488	1.341057	1.407892333	-0.070166451	0.744762395	0.83568452	-
LOC110261489	0.923909667	0.904066667	0.03132264	0.916719535	0.950836767	-
LOC110261490	0.024745333	0.007598	1.703464859	0.845437443	1	-
LOC110261491	0.259202	0.071016667	1.867847299	0.020626087	0.046299242	-
LOC110261492	14.69283333	9.451095	0.636559235	0.020321314	0.04569595	-
LOC110261493	1.077487	0.436396333	1.303959578	0.049010756	0.098124804	-
LOC110261497	0.0001	0.0001	0	1	1	-
LOC110261498	0.0001	0.0001	0	1	1	-
LOC110261499	0.0001	0.0001	0	1	1	-
LOC110261500	13.09246133	8.920013	0.553618626	0.002798078	0.007747114	-
LOC110261501	0.0001	0.0001	0	1	1	-
LOC110261502	0.0001	0.0001	0	1	1	-
LOC110261503	0.0001	0.0001	0	1	1	-
LOC110261504	0.0001	0.0001	0	1	1	-
LOC110261505	0.048376333	0.000525667	6.52400936	0.368935103	0.508263711	-
LOC110261506	0.040899333	0.0001	8.675933517	0.625741597	1	-
LOC110261507	1.658658667	1.308526	0.342074436	0.641130966	0.754399947	-
LOC110261508	0.0001	0.0001	0	1	1	-
LOC110261509	0.050746333	0.036441333	0.477727838	0.885008491	0.931497739	-
LOC110261510	0.081829667	0.080769	0.018822298	0.926299112	0.957174073	-
LOC110261511	0.028000333	0.013099	1.095987324	0.60757977	0.726051913	-
LOC110261512	0.0001	0.0001	0	1	1	-
LOC110261513	0.018468	0.0001	7.528883827	0.625741597	1	-
LOC110261514	0.0001	0.0001	0	1	1	-
LOC110261516	0.078994333	0.111758	-0.500557038	0.701661632	0.802961362	-
LOC110261517	0.0001	0.0001	0	1	1	-
LOC110261518	0.0001	0.0001	0	1	1	-
LOC110261519	0.0001	0.0001	0	1	1	-
LOC110261520	0.0001	0.0001	0	1	1	-
LOC110261521	0.0001	0.0001	0	1	1	-
LOC110261522	0.0001	0.0001	0	1	1	-
LOC110261523	0.0001	0.0001	0	1	1	-
LOC110261524	0.0001	0.0001	0	1	1	-
LOC110261525	0.326213333	0.063767	2.354933836	0.229941131	0.352242661	-
LOC110261526	0.22676	0.206302	0.136408367	0.952067878	0.97219098	-
LOC110261527	0.014138333	0.015277	-0.111749203	0.96024771	0.976810876	-
LOC110261528	0.160659333	0.122407667	0.392310875	0.895393457	0.938381019	-
LOC110261529	0.0001	0.0001	0	1	1	-
LOC110261530	0.358354667	0.121706667	1.557979946	0.208856828	0.326252174	-
LOC110261531	2.643816667	0.685934667	1.946479062	0.014916561	0.034830316	-
LOC110261532	0.0001	0.0001	0	1	1	-
LOC110261533	0.035899333	0.024448333	0.554220934	0.806323987	0.880117959	-
LOC110261537	0.0001	0.0001	0	1	1	-
LOC110261538	0.002753	0.0001	4.782932705	0.622721965	1	-
LOC110261539	0.0001	0.0001	0	1	1	-
LOC110261540	0.350091667	0.250970333	0.480215885	0.29669696	0.42960799	-
LOC110261541	0.0001	0.0001	0	1	1	-
LOC110261542	0.009221667	0.0001	6.526955613	0.540062526	1	-
LOC110261543	0.0001	0.0001	0	1	1	-
LOC110261544	0.711259	0.332429333	1.097327313	0.230750124	0.353308285	-
LOC110261547	0.0001	0.0001	0	1	1	-
LOC110261550	0.021561667	0.0001	7.752324889	0.625741597	1	-
LOC110261551	0.0001	0.0001	0	1	1	-
LOC110261552	0.0001	0.0001	0	1	1	-
LOC110261553	0.0001	0.0001	0	1	1	-
LOC110261554	0.012985333	0.024336	-0.90620901	0.691116977	0.794932372	-
LOC110261558	0.012780333	0.22315	-4.126016437	0.02532343	0.055508002	-
LOC110261559	0.062288	0.038804333	0.682736481	0.68651855	1	-
LOC110261561	4.77582	2.964648667	0.687887318	0.02042205	0.045899114	-
LOC110261562	0.0001	0.0001	0	1	1	-
LOC110261564	0.029573667	0.009281333	1.671909147	0.489114518	0.624307306	-
LOC110261565	0.079514333	0.031925333	1.316513262	0.597979503	0.718096009	-
LOC110261566	0.0001	0.028805667	-8.170208837	0.0122561	0.029312081	-
LOC110261567	0.0001	0.0001	0	1	1	-
LOC110261568	0.0001	0.005457	-5.770036139	0.524967738	1	-
LOC110261569	0.0001	0.0001	0	1	1	-
LOC110261570	0.004947	0.0001	5.628481994	0.790861922	1	-
LOC110261571	0.0001	0.0001	0	1	1	-
LOC110261572	0.0001	0.0001	0	1	1	-
LOC110261573	1.244413667	0.380517333	1.709432066	0.040009545	0.082449029	-
LOC110261575	0.241876333	0.261584333	-0.113006524	0.983316203	0.990706818	-
LOC110261576	0.038094	0.011318667	1.750859764	0.513936857	0.645728585	-
LOC110261577	0.0001	0.0001	0	1	1	-
LOC110261578	0.0001	0.0001	0	1	1	-
LOC110261580	0.0001	0.0001	0	1	1	-
LOC110261581	0.014514333	0.044133667	-1.604401305	0.584996796	0.706995666	-
LOC110261582	0.0001	0.0001	0	1	1	-
LOC110261583	0.0001	0.0001	0	1	1	-
LOC110261584	0.0001	0.0001	0	1	1	-
LOC110261585	0.0001	0.0001	0	1	1	-
